"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 27 19:02:39 GMT 2024","Thu Jun 27 19:03:16 GMT 2024","37066","","cross day events activity flows availability","",".Activity_Flows_availability_depending_on_Event_type_tests.cross-day_events_activity_flows_availability","","Cross day Event with MONTHLY periodicity type and availability range from now 10 mins to 12h and Access before schedule true Activity flow is available",""
"passed","Thu Jun 27 19:01:47 GMT 2024","Thu Jun 27 19:02:07 GMT 2024","20960","","Case 6 additional items configurations alerts scores timers should not affect user s ability to complete activity","",".Items_settings_tests.Case_6:_additional_items_configurations_(alerts,_scores,_timers)_should_not_affect_user's_ability_to_complete_activity","","Verify activity can be completed as usual with additional not applicable item settings",""
"failed","Thu Jun 27 19:17:26 GMT 2024","Thu Jun 27 19:17:32 GMT 2024","6807","","Setting new password negative tests","",".Web_App_reset_password_tests.Setting_new_password_negative_tests","","Password should not contain spaces",""
"passed","Thu Jun 27 19:12:13 GMT 2024","Thu Jun 27 19:12:30 GMT 2024","17323","","Case 2 Slider Less Than","",".Items_Flow_tests_(value_conditions).Case_2:_Slider_-_Less_Than","","Complete activity following the 4th flow slider single",""
"passed","Thu Jun 27 19:10:12 GMT 2024","Thu Jun 27 19:10:27 GMT 2024","15142","","Case 1 Chain","",".Items_Flow_tests_(chained_and_other_conditions).Case_1:_Chain","","Complete activity following the 5th flow all items are skipped",""
"passed","Thu Jun 27 19:05:47 GMT 2024","Thu Jun 27 19:06:14 GMT 2024","27844","","Cross day activity events availability","",".Activity_availability_depending_on_Event_type_tests.Cross-day_activity_events_availability","","Cross day Event with WEEKDAYS periodicity type and availability range 00 01 00 00 00 00 Activity is available",""
"failed","Thu Jun 27 18:54:05 GMT 2024","Thu Jun 27 18:54:23 GMT 2024","18282","","Perform activity flow tests","",".Web_App_Activity_Flows_tests.Perform_activity_flow_tests","","Perform activity flow with single activity",""
"passed","Thu Jun 27 18:58:45 GMT 2024","Thu Jun 27 18:58:56 GMT 2024","11208","","Web App change password tests","",".Web_App_change_password_tests","","Set different values of new and confirmed passwords",""
"passed","Thu Jun 27 19:05:47 GMT 2024","Thu Jun 27 19:06:03 GMT 2024","16307","","Cross day activity events availability","",".Activity_availability_depending_on_Event_type_tests.Cross-day_activity_events_availability","","Cross day Event with DAILY periodicity type and availability range from now 10 mins to 12h Activity is NOT available",""
"passed","Thu Jun 27 19:05:47 GMT 2024","Thu Jun 27 19:06:02 GMT 2024","15986","","Cross day activity events availability","",".Activity_availability_depending_on_Event_type_tests.Cross-day_activity_events_availability","","Cross day Event with MONTHLY periodicity type and availability range from now 10 mins to 12h Activity is NOT available",""
"passed","Thu Jun 27 18:54:00 GMT 2024","Thu Jun 27 18:54:21 GMT 2024","21702","","Case 5 use variables in items responses and content","",".Activity_settings_and_actions_tests.Case_5:_use_variables_in_items_responses_and_content","","Complete activity for the 1st time",""
"passed","Thu Jun 27 19:13:51 GMT 2024","Thu Jun 27 19:14:05 GMT 2024","14911","","Case 5 Single selection Is equal to with autoAdvance true","",".Items_Flow_tests_(option_conditions).Case_5:_Single_selection_-_Is_equal_to_with_autoAdvance_=_true","","Complete activity following the 4th flow only single",""
"passed","Thu Jun 27 19:02:39 GMT 2024","Thu Jun 27 19:03:16 GMT 2024","37362","","cross day events activity flows availability","",".Activity_Flows_availability_depending_on_Event_type_tests.cross-day_events_activity_flows_availability","","Cross day Event with WEEKLY periodicity type and availability range 00 01 00 00 00 00 Activity flow is available",""
"passed","Thu Jun 27 19:18:34 GMT 2024","Thu Jun 27 19:18:53 GMT 2024","19857","","Case 4 Slider is NOT Equal to","",".Items_Flow_tests_(value_conditions).Case_4:_Slider_-_is_NOT_Equal_to","","Complete activity following the 2nd flow slider multi text",""
"passed","Thu Jun 27 18:56:14 GMT 2024","Thu Jun 27 18:56:52 GMT 2024","38983","","Case 8 Restart activity","",".Activity_settings_and_actions_tests.Case_8:_Restart_activity","","Verify activity can be resumed after cancelling restart popup",""
"passed","Thu Jun 27 19:00:15 GMT 2024","Thu Jun 27 19:00:44 GMT 2024","29737","","Case 2 add splash screen images descriptions color palette tooltips","",".Items_settings_tests.Case_2:_add_splash_screen,_images,_descriptions,_color_palette,_tooltips","","Verify all images descriptions and items content is displayed correctly while completing activity",""
"passed","Thu Jun 27 18:57:04 GMT 2024","Thu Jun 27 18:57:25 GMT 2024","21767","","Scheduled access to activity flows Selected start date current date","",".Activity_Flows_availability_depending_on_Event_type_tests.Scheduled_access_to_activity_flows._Selected_&_start_date_=_current_date","","Periodicity type MONTHLY Selected date current date Start time current time End time current time Activity Flow is NOT available",""
"passed","Thu Jun 27 19:15:23 GMT 2024","Thu Jun 27 19:15:40 GMT 2024","17518","","Case 1 Slider Greater Than","",".Items_Flow_tests_(value_conditions).Case_1:_Slider_-_Greater_Than","","Complete activity following the 4th flow slider single multi",""
"passed","Thu Jun 27 18:57:00 GMT 2024","Thu Jun 27 18:57:27 GMT 2024","27288","","Activity availability depending on Event type tests","",".Activity_availability_depending_on_Event_type_tests","","Periodicity type ONCE Selected date current date Start time current time End time current time Activity is available",""
"passed","Thu Jun 27 19:14:02 GMT 2024","Thu Jun 27 19:14:19 GMT 2024","17263","","Case 5 Slider Between","",".Items_Flow_tests_(value_conditions).Case_5:_Slider_-_Between","","Complete activity following the 2nd flow slider single",""
