"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 27 20:48:26 GMT 2024","Thu Jun 27 20:48:42 GMT 2024","16114","","Activity Flows availability depending on Event type tests: cross-day events activity flows availability","","","","Cross-day Event with WEEKLY periodicity type and availability range: from (now + 10 mins) to (+ 12h). Activity flow is NOT available",""
"passed","Thu Jun 27 20:51:34 GMT 2024","Thu Jun 27 20:51:50 GMT 2024","16263","","Activity Flows availability depending on Event type tests: cross-day events activity flows availability","","","","Cross-day Event with MONTHLY periodicity type and availability range: from (now + 10 mins) to (+ 12h). Activity flow is NOT available",""
"passed","Thu Jun 27 20:52:15 GMT 2024","Thu Jun 27 20:52:31 GMT 2024","16581","","Items Flow tests (option conditions): Case 1: Single selection - Is equal to","","","","Complete activity following the 1st flow (single -> multi)",""
"passed","Thu Jun 27 20:47:13 GMT 2024","Thu Jun 27 20:47:49 GMT 2024","35396","","Activity Flows availability depending on Event type tests: cross-day events activity flows availability","","","","Cross-day Event with WEEKLY periodicity type and availability range: 00:01:00 - 00:00:00. Activity flow is available",""
"broken","Thu Jun 27 20:46:48 GMT 2024","Thu Jun 27 20:47:36 GMT 2024","47531","","Items settings tests: Case 10: Additional text input option","","","","Verify ""Additional text input"" setting for different items while completing activity",""
"passed","Thu Jun 27 20:57:53 GMT 2024","Thu Jun 27 20:58:09 GMT 2024","16259","","Items Flow tests (value conditions): Case 6: Slider - Outside of","","","","Complete activity following the 4th flow (slider -> single)",""
"failed","Thu Jun 27 20:35:44 GMT 2024","Thu Jun 27 20:36:00 GMT 2024","16192","","Activity settings and actions tests: Case 5: use variables in items responses and content","","","","Verify variables values while completing the activity",""
"passed","Thu Jun 27 21:01:17 GMT 2024","Thu Jun 27 21:01:37 GMT 2024","20092","","Items Flow tests (value conditions): Case 4: Slider - is NOT Equal to","","","","Complete activity following the 5th flow (all items)",""
"passed","Thu Jun 27 20:36:10 GMT 2024","Thu Jun 27 20:36:31 GMT 2024","21363","","Activity Flows availability depending on Event type tests","","","","Periodicity type: ONCE. Selected date = current date. Start time < current time. End time < current time. Activity Flow is NOT available",""
"passed","Thu Jun 27 20:39:26 GMT 2024","Thu Jun 27 20:39:54 GMT 2024","28114","","Activity availability depending on Event type tests","","","","Periodicity type: ONCE. Selected date = current date. Start time < current time. End time > current time. Activity is available",""
"passed","Thu Jun 27 20:42:55 GMT 2024","Thu Jun 27 20:43:15 GMT 2024","20070","","Items settings tests: Case 6: additional items configurations (alerts, scores, timers) should not affect user's ability to complete activity","","","","Verify activity can be completed as usual with additional (not applicable) item settings",""
"passed","Thu Jun 27 20:49:20 GMT 2024","Thu Jun 27 20:49:55 GMT 2024","35890","","Activity Flows availability depending on Event type tests: cross-day events activity flows availability","","","","Cross-day Event with WEEKDAYS periodicity type and availability range: from (now + 10 mins) to (+ 12h) and Access before schedule = true. Activity flow is available",""
"passed","Thu Jun 27 20:48:43 GMT 2024","Thu Jun 27 20:49:19 GMT 2024","36418","","Activity Flows availability depending on Event type tests: cross-day events activity flows availability","","","","Cross-day Event with WEEKDAYS periodicity type and availability range: 00:01:00 - 00:00:00. Activity flow is available",""
"passed","Thu Jun 27 20:45:25 GMT 2024","Thu Jun 27 20:45:41 GMT 2024","16242","","Activity Flows availability depending on Event type tests: cross-day events activity flows availability","","","","Cross-day Event with ONCE periodicity type and availability range: from (now + 10 mins) to (+ 12h). Activity flow is NOT available",""
"passed","Thu Jun 27 20:43:36 GMT 2024","Thu Jun 27 20:43:56 GMT 2024","20499","","Items settings tests: Case 9: Single select ""auto advance = true"" setting","","","","Verify there's NO auto transition when single select is the last item",""
"passed","Thu Jun 27 20:51:39 GMT 2024","Thu Jun 27 20:51:53 GMT 2024","14606","","Items Flow tests (chained and other conditions): Case 1: Chain","","","","Complete activity following the 2nd flow (all chained items are skipped)",""
"broken","Thu Jun 27 20:36:49 GMT 2024","Thu Jun 27 20:37:19 GMT 2024","29930","","Web App Activity Flows tests: Perform activity flow tests","","","","Perform activity flow with two the same activities",""
"passed","Thu Jun 27 20:39:55 GMT 2024","Thu Jun 27 20:40:14 GMT 2024","19239","","Web App change password tests","","","","User is able to change password and login in Web App with a new one",""
"passed","Thu Jun 27 20:34:53 GMT 2024","Thu Jun 27 20:35:11 GMT 2024","17954","","Activity settings and actions tests: Case 3: performance tasks and activity with mobile-only items are added","","","","Verify performance tasks and mobile-only activities should be present but disabled",""
"passed","Thu Jun 27 20:48:55 GMT 2024","Thu Jun 27 20:49:22 GMT 2024","27455","","Activity availability depending on Event type tests: Cross-day activity events availability","","","","Cross-day Event with DAILY periodicity type and availability range: from (now + 10 mins) to (+ 12h) and Access before schedule = true. Activity is available",""
"passed","Thu Jun 27 20:55:14 GMT 2024","Thu Jun 27 20:55:30 GMT 2024","16222","","Items Flow tests (value conditions): Case 2: Slider - Less Than","","","","Complete activity following the 6th flow (only slider)",""
"passed","Thu Jun 27 20:46:18 GMT 2024","Thu Jun 27 20:46:55 GMT 2024","36476","","Activity Flows availability depending on Event type tests: cross-day events activity flows availability","","","","Cross-day Event with DAILY periodicity type and availability range: from (now + 10 mins) to (+ 12h) and Access before schedule = true. Activity flow is available",""
"passed","Thu Jun 27 21:00:41 GMT 2024","Thu Jun 27 21:01:00 GMT 2024","18699","","Items Flow tests (value conditions): Case 4: Slider - is NOT Equal to","","","","Complete activity following the 3rd flow (slider -> single -> text)",""
"passed","Thu Jun 27 20:34:30 GMT 2024","Thu Jun 27 20:35:26 GMT 2024","56404","","Web App Activity Flows tests: Presence and availability tests","","","","Check description and number of activities for available flows",""
"passed","Thu Jun 27 20:38:26 GMT 2024","Thu Jun 27 20:39:05 GMT 2024","39651","","Activity Flows availability depending on Event type tests: Scheduled access to activity flows. Selected & start date = current date","","","","Periodicity type: DAILY. Selected & start date = current date. Start time < current time. End time > current time. Activity Flow is available",""
"broken","Thu Jun 27 20:37:56 GMT 2024","Thu Jun 27 20:38:13 GMT 2024","17361","","Web App Activity Flows tests: Perform activity flow tests","","","","Restart activity flow with multiple items",""
"passed","Thu Jun 27 20:39:23 GMT 2024","Thu Jun 27 20:39:44 GMT 2024","21042","","Alerts tests: Trigger some alerts during completing the activity","","","","Login as respondent and complete activity",""
"passed","Thu Jun 27 20:52:10 GMT 2024","Thu Jun 27 20:52:29 GMT 2024","19195","","Items Flow tests (chained and other conditions): Case 1: Chain","","","","Complete activity following the 4th flow (single -> multi -> slider)",""
"passed","Thu Jun 27 20:56:53 GMT 2024","Thu Jun 27 20:57:09 GMT 2024","15070","","Items Flow tests (value conditions): Case 1: Slider - Greater Than","","","","Complete activity following the 1st flow (only slider is shown)",""
"passed","Thu Jun 27 20:56:44 GMT 2024","Thu Jun 27 20:57:01 GMT 2024","16989","","Items Flow tests (chained and other conditions): Case 4: Different outcomes are based on the same income item","","","","Complete activity following the 1st flow (single -> multi)",""
"failed","Thu Jun 27 20:36:22 GMT 2024","Thu Jun 27 20:36:49 GMT 2024","27079","","Web App Activity Flows tests: Perform activity flow tests","","","","Perform activity flow with hidden activity",""
"passed","Thu Jun 27 20:43:15 GMT 2024","Thu Jun 27 20:43:36 GMT 2024","20878","","Items settings tests: Case 9: Single select ""auto advance = true"" setting","","","","Verify auto transition when single select is NOT the last item",""
"passed","Thu Jun 27 20:38:34 GMT 2024","Thu Jun 27 20:38:51 GMT 2024","16887","","Activity availability depending on Event type tests","","","","Activity is always available every day with unlimited access",""
"passed","Thu Jun 27 20:40:38 GMT 2024","Thu Jun 27 20:41:06 GMT 2024","27756","","Activity availability depending on Event type tests","","","","Periodicity type: ONCE. Selected date = current date, Start time > current time, access before schedule = true. Activity is available",""
"passed","Thu Jun 27 20:54:11 GMT 2024","Thu Jun 27 20:54:27 GMT 2024","16409","","Items Flow tests (option conditions): Case 3: Multiple selection - Includes","","","","Complete activity following the 1st flow (multi -> single)",""
"passed","Thu Jun 27 20:48:28 GMT 2024","Thu Jun 27 20:48:54 GMT 2024","26220","","Activity availability depending on Event type tests: Cross-day activity events availability","","","","Cross-day Event with DAILY periodicity type and availability range: 00:01:00 - 00:00:00. Activity is available",""
"passed","Thu Jun 27 20:52:35 GMT 2024","Thu Jun 27 20:53:03 GMT 2024","28387","","Activity availability depending on Event type tests: Cross-day activity events availability","","","","Cross-day Event with MONTHLY periodicity type and availability range: from (now + 10 mins) to (+ 12h) and Access before schedule = true. Activity is available",""
"passed","Thu Jun 27 20:56:21 GMT 2024","Thu Jun 27 20:56:41 GMT 2024","19808","","Items Flow tests (chained and other conditions): Case 3: All item types: IF ANY: item is shown if at least ONE condition is passed","","","","Complete activity following the 5th flow (item is NOT shown if ALL conditions are failed)",""
"passed","Thu Jun 27 20:42:28 GMT 2024","Thu Jun 27 20:42:57 GMT 2024","28815","","Activity availability depending on Event type tests: Scheduled access to activities. Selected & start date = current date","","","","Periodicity type: DAILY. Selected & start date = current date. Start time < current time. End time > current time. Activity is available",""
"passed","Thu Jun 27 20:35:27 GMT 2024","Thu Jun 27 20:35:27 GMT 2024","142","","Web App Activity Flows tests: Presence and availability tests","","","","Check the order of activities and activity flows",""
"passed","Thu Jun 27 20:35:12 GMT 2024","Thu Jun 27 20:35:21 GMT 2024","8722","","Activity settings and actions tests: Case 4: reviewer dashboard assessment activity added","","","","Verify ""reviewer dashboard assessment"" activity should not be available for respondents",""
