"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 27 21:47:15 GMT 2024","Thu Jun 27 21:47:34 GMT 2024","18421","","Activity availability depending on Event type tests: Cross-day activity events availability","","","","Cross-day Event with WEEKLY periodicity type and availability range: from (now + 10 mins) to (+ 12h). Activity is NOT available",""
"passed","Thu Jun 27 21:44:11 GMT 2024","Thu Jun 27 21:44:39 GMT 2024","28180","","Activity availability depending on Event type tests: Cross-day activity events availability","","","","Cross-day Event with ONCE periodicity type and availability range: from (now + 10 mins) to (+ 12h) and Access before schedule = true. Activity is available",""
"passed","Thu Jun 27 21:56:22 GMT 2024","Thu Jun 27 21:56:29 GMT 2024","7115","","Web App login and registration tests","","","","Negative registration test (user already exist)",""
"passed","Thu Jun 27 21:55:37 GMT 2024","Thu Jun 27 21:55:57 GMT 2024","20633","","Items Flow tests (value conditions): Case 1: Slider - Greater Than","","","","Complete activity following the 5th flow (slider -> single -> multi)",""
"passed","Thu Jun 27 21:50:03 GMT 2024","Thu Jun 27 21:50:20 GMT 2024","17428","","Items Flow tests (option conditions): Case 1: Single selection - Is equal to","","","","Complete activity following the 3rd flow (single -> slider)",""
"passed","Thu Jun 27 21:31:10 GMT 2024","Thu Jun 27 21:31:50 GMT 2024","39663","","Activity Flows availability depending on Event type tests","","","","Periodicity type: ONCE. Selected date = current date. Start time < current time. End time > current time. Activity Flow is available",""
"passed","Thu Jun 27 21:44:35 GMT 2024","Thu Jun 27 21:44:53 GMT 2024","17349","","Activity Flows availability depending on Event type tests: cross-day events activity flows availability","","","","Cross-day Event with WEEKLY periodicity type and availability range: from (now + 10 mins) to (+ 12h). Activity flow is NOT available",""
"passed","Thu Jun 27 21:50:28 GMT 2024","Thu Jun 27 21:50:51 GMT 2024","22222","","Items Flow tests (chained and other conditions): Case 1: Chain","","","","Move back and change the response -> outcome is changed respectively (single -> multi -> slider -> back -> multi)",""
"passed","Thu Jun 27 21:46:46 GMT 2024","Thu Jun 27 21:47:15 GMT 2024","29047","","Activity availability depending on Event type tests: Cross-day activity events availability","","","","Cross-day Event with WEEKLY periodicity type and availability range: from (now + 10 mins) to (+ 12h) and Access before schedule = true. Activity is available",""
"passed","Thu Jun 27 21:35:17 GMT 2024","Thu Jun 27 21:35:58 GMT 2024","40490","","Activity Flows availability depending on Event type tests: Scheduled access to activity flows. Selected & start date = current date","","","","Periodicity type: WEEKLY. Selected & start date = current date. Start time < current time. End time > current time. Activity Flow is available",""
"passed","Thu Jun 27 21:55:26 GMT 2024","Thu Jun 27 21:55:45 GMT 2024","19127","","Items Flow tests (chained and other conditions): Case 5: Item flow & Activity flow: Automatically proceed to interim screen if possible outcomes are skipped","","","","Check if there are items in the activity that are not included in any flow then they are shown always and are not affected by the item flow",""
"passed","Thu Jun 27 21:31:27 GMT 2024","Thu Jun 27 21:31:56 GMT 2024","28510","","Activity settings and actions tests: Case 5: use variables in items responses and content","","","","Verify variables values while completing the activity",""
"passed","Thu Jun 27 21:40:01 GMT 2024","Thu Jun 27 21:40:25 GMT 2024","23347","","Activity availability depending on Event type tests: Scheduled access to activities. Selected & start date = current date","","","","Periodicity type: WEEKLY. Selected date = current date. Start time < current time. End time < current time. Activity is NOT available",""
"passed","Thu Jun 27 21:40:05 GMT 2024","Thu Jun 27 21:40:26 GMT 2024","20863","","Items settings tests: Case 9: Single select ""auto advance = true"" setting","","","","Verify there's NO auto transition when single select is the last item",""
"passed","Thu Jun 27 21:49:53 GMT 2024","Thu Jun 27 21:50:10 GMT 2024","17202","","Activity availability depending on Event type tests: Cross-day activity events availability","","","","Cross-day Event with MONTHLY periodicity type and availability range: from (now + 10 mins) to (+ 12h). Activity is NOT available",""
"passed","Thu Jun 27 21:49:24 GMT 2024","Thu Jun 27 21:49:43 GMT 2024","18710","","Items Flow tests (option conditions): Case 1: Single selection - Is equal to","","","","Complete activity following the 1st flow (single -> multi)",""
